model36,1,0,2500,20.0,15,1171.4813237,0,13390.69612305,56,0
model37,1,0,3000,20.0,15,1207.66479649,0,16272.59351722,0,0
model38,1,0,3000,20.0,15,1117.5921717,0,16192.19581752,112,0
model39,1,0,3000,20.0,15,1146.87802388,0,16220.30778252,56,0
model40,1,0,3500,20.0,15,1183.72236973,0,19156.77863559,0,0
model41,1,0,3500,20.0,15,1099.03349272,0,18786.20025436,112,0
model42,1,0,3500,20.0,15,1126.70331672,0,18901.65051128,56,0
model43,1,0,4000,20.0,15,1163.78333403,0,21791.0197221,0,0
model44,1,0,4000,20.0,15,1083.39728411,0,21287.7457001,112,0
model45,1,0,4000,20.0,15,1109.66223414,0,21429.1798786,56,0
model46,1,0,500,20.0,15,1421.52541143,0,3221.92696637,0,0
model47,1,0,500,20.0,15,1298.16439793,0,3124.46928285,112,0
model48,1,0,500,20.0,15,1338.81801444,0,3163.29817645,56,0
model49,1,0,1000,20.0,5,1484.82780483,0,1837.40275188,0,0
model50,1,0,1000,20.0,5,1356.70826621,0,1734.15702878,112,0
model51,1,0,1000,20.0,5,1399.17577689,0,1753.55601724,56,0
model52,1,0,1500,20.0,5,1475.89610298,0,2610.27124426,0,0
model53,1,0,1500,20.0,5,1348.62736186,0,2362.9578231,112,0
model54,1,0,1500,20.0,5,1390.82270929,0,2477.31528129,56,0
model55,1,0,2000,20.0,5,1468.05961169,0,3218.21423428,0,0
model56,1,0,2000,20.0,5,1340.83475991,0,2938.84043506,112,0
model57,1,0,2000,20.0,5,1383.0172681,0,3040.31812354,56,0
model58,1,0,2500,20.0,5,1460.43444793,0,3846.63725074,0,0
model59,1,0,2500,20.0,5,1334.5424628,0,3684.75698287,112,0
model60,1,0,2500,20.0,5,1376.03097603,0,3736.45737238,56,0
model61,1,0,3000,20.0,5,1454.6358222,0,4584.38912675,0,0
model62,1,0,3000,20.0,5,1330.39965701,0,4331.55861739,112,0
model63,1,0,3000,20.0,5,1371.25701462,0,4446.98704847,56,0
model64,1,0,3500,20.0,5,1450.35945558,0,5214.05621498,0,0
model65,1,0,3500,20.0,5,1328.31900623,0,5002.32000569,112,0
model66,1,0,3500,20.0,5,1368.34212617,0,5115.74548107,56,0
model67,1,0,4000,20.0,5,1447.36020063,0,5828.06961354,0,0
model68,1,0,4000,20.0,5,1327.8064756,0,5571.90927779,112,0
model69,1,0,4000,20.0,5,1366.91920674,0,5704.40372753,56,0
model70,1,0,500,20.0,5,1495.61479022,0,1081.2502453,0,0
model71,1,0,500,20.0,5,1366.54078573,0,1066.91737803,112,0
model72,1,0,500,20.0,5,1409.33869374,0,1033.19025404,56,0
model73,1,1000,0,20.0,10,1460.7022774,3213.26106306,0,0,0.54294796
model74,1,1000,0,20.0,10,1337.01877859,3148.552083,0,112,0.54762443
model75,1,1000,0,20.0,10,1377.79656585,3174.83851806,0,56,0.54580302
model76,1,1000,1000,20.0,10,1383.59426379,2973.47786468,3345.9662474,0,0.54324399
model77,1,1000,1000,20.0,10,1264.79892216,2808.86650237,3228.52890213,112,0.54239655
model78,1,1000,1000,20.0,10,1303.76366836,2833.00998428,3262.41508707,56,0.54090526
model79,1,1000,1500,20.0,10,1357.17453801,2843.67810689,5168.09186325,0,0.54422858
model80,1,1000,1500,20.0,10,1244.04783746,2666.28199455,4933.39812272,112,0.54412204
model81,1,1000,1500,20.0,10,1280.98692575,2739.55098057,5008.1541259,56,0.54274769
model82,1,1000,2000,20.0,10,1336.32505342,2768.42844344,6724.543183,0,0.54541619
model83,1,1000,2000,20.0,10,1228.40009157,2532.97263173,6610.58718128,112,0.5507211
model84,1,1000,2000,20.0,10,1263.56265404,2695.20448758,6657.46272423,56,0.54699069
model85,1,1000,2500,20.0,10,1319.81851026,2712.30953346,8578.03530838,0,0.54844707
model86,1,1000,2500,20.0,10,1217.13249098,2135.25287533,8331.51249562,112,0.47199571
model87,1,1000,2500,20.0,10,1250.78113973,2584.58189828,8459.14865322,56,0.55241293
model88,1,1000,3000,20.0,10,1306.59336201,2625.05724968,10422.85389963,0,0.55095193
model89,1,1000,3000,20.0,10,1208.20767218,1836.50409255,10025.85193544,112,0.41393227
model90,1,1000,3000,20.0,10,1240.6704787,2227.50526311,10288.1561997,56,0.49386866
model91,1,1000,3500,20.0,10,1295.17108482,2497.6952665,12315.72158368,0,0.54983246
model92,1,1000,3500,20.0,10,1200.50423263,1559.66552147,11711.38573728,112,0.36723639
model93,1,1000,3500,20.0,10,1231.87548986,1930.25306375,12152.08963039,56,0.44115567
model94,1,1000,4000,20.0,10,1285.59498837,2077.37115892,14202.90321146,0,0.47959024
model95,1,1000,4000,20.0,10,1193.84164127,1321.7268081,13450.38462463,112,0.31758888
model96,1,1000,4000,20.0,10,1224.29939077,1542.5788489,13779.62093854,56,0.36630768
model97,1,1000,500,20.0,10,1415.42253318,2995.50952955,2098.73643997,0,0.54225033
model98,1,1000,500,20.0,10,1295.1137276,2911.49899463,1794.75318032,112,0.54408674
model99,1,1000,500,20.0,10,1334.70309095,2922.58332815,1884.01005846,56,0.54289873
model100,1,1000,0,20.0,15,1460.7022774,3213.26106306,0,0,0.54294796
model101,1,1000,0,20.0,15,1337.01877859,3148.552083,0,112,0.54762443
model102,1,1000,0,20.0,15,1377.79656585,3174.83851806,0,56,0.54580302
model103,1,1000,1000,20.0,15,1332.52549777,2790.46595513,5371.18314178,0,0.54516206
model104,1,1000,1000,20.0,15,1220.15799971,2504.5596984,5275.95985866,112,0.54743337
model105,1,1000,1000,20.0,15,1256.89363165,2643.55375769,5276.03999959,56,0.54406824
model106,1,1000,1500,20.0,15,1290.84141807,2642.01028119,8101.35717206,0,0.54705162
model107,1,1000,1500,20.0,15,1186.07567608,2331.0231982,8042.72083271,112,0.55393526
model108,1,1000,1500,20.0,15,1220.35822176,2439.48550468,8042.3297553,56,0.55193277
model109,1,1000,2000,20.0,15,1256.20769574,2455.40983523,11032.00689288,0,0.55066658
model110,1,1000,2000,20.0,15,1158.89931568,1975.74007364,10950.95713771,112,0.49870922
model111,1,1000,2000,20.0,15,1190.80672291,2255.36250486,11023.29350871,56,0.55451814
model112,1,1000,2500,20.0,15,1226.3717701,2218.89033341,13975.57115431,0,0.55440962
model113,1,1000,2500,20.0,15,1135.2010268,1569.72713374,13737.41267658,112,0.40191637
model114,1,1000,2500,20.0,15,1165.07729924,1839.207655,13826.86844601,56,0.4557178
model115,1,1000,3000,20.0,15,1201.31063538,1740.63029551,16670.38106644,0,0.43238477
model116,1,1000,3000,20.0,15,1114.94979903,1142.19622665,16344.27157683,112,0.31521659
model117,1,1000,3000,20.0,15,1143.14848645,1362.64401999,16543.39600928,56,0.36419543
model118,1,1000,3500,20.0,15,1180.0304932,1346.36616572,19490.17943147,0,0.36114099
model119,1,1000,3500,20.0,15,1097.64566601,711.12540558,18792.03197727,112,0.21222952
model120,1,1000,3500,20.0,15,1124.71708147,957.6887252,19126.62944226,56,0.27663725
model121,1,1000,4000,20.0,15,1161.64001731,1001.32435113,21936.83291297,0,0.28530708
model122,1,1000,4000,20.0,15,1082.6019188,411.25383669,21407.30489867,112,0.13417004
model123,1,1000,4000,20.0,15,1108.54620497,559.3933413,21552.51440888,56,0.17524812
model124,1,1000,500,20.0,15,1385.55559385,2864.36476666,3072.13142348,0,0.54421812
model125,1,1000,500,20.0,15,1267.68765233,2776.38061758,2670.62371776,112,0.5440725
model126,1,1000,500,20.0,15,1306.66505697,2774.14656694,2746.4991331,56,0.54172373
model127,1,1000,0,20.0,5,1460.7022774,3213.26106306,0,0,0.54294796
model128,1,1000,0,20.0,5,1337.01877859,3148.552083,0,112,0.54762443
model129,1,1000,0,20.0,5,1377.79656585,3174.83851806,0,56,0.54580302
model130,1,1000,1000,20.0,5,1439.94980681,3176.82919796,1525.59622256,0,0.54152605
model131,1,1000,1000,20.0,5,1316.88791723,3057.98648224,1396.1496459,112,0.54449177
model132,1,1000,1000,20.0,5,1357.46900727,3107.27681643,1411.3308278,56,0.5438823
model133,1,1000,1500,20.0,5,1432.26418423,3166.65431866,2148.34896785,0,0.54180428
model134,1,1000,1500,20.0,5,1310.24981505,3043.11678597,2059.38905147,112,0.54394898
model135,1,1000,1500,20.0,5,1350.36696448,3093.07342191,2086.54922093,56,0.54281715
model136,1,1000,2000,20.0,5,1426.88979234,3176.51552794,2823.73380474,0,0.54110448
model137,1,1000,2000,20.0,5,1306.7007356,3046.07699745,2682.68416329,112,0.54199529
model138,1,1000,2000,20.0,5,1346.12431689,3083.12371713,2765.36813137,56,0.54019369
model139,1,1000,2500,20.0,5,1423.33809869,3174.62608673,3441.40411593,0,0.54079544
model140,1,1000,2500,20.0,5,1305.53644947,3062.02450462,3289.89904657,112,0.54178637
model141,1,1000,2500,20.0,5,1344.16259397,3085.85161244,3385.84618159,56,0.54067604
model142,1,1000,3000,20.0,5,1420.88710417,3188.01245872,4023.54294779,0,0.54117442
model143,1,1000,3000,20.0,5,1305.30805669,3072.12924967,3784.15727468,112,0.54115265
model144,1,1000,3000,20.0,5,1343.0584217,3102.5350887,3955.41893296,56,0.54137018
model145,1,1000,3500,20.0,5,1420.00259112,3252.46607879,4553.51166518,0,0.54330709
model146,1,1000,3500,20.0,5,1305.30805508,3072.12597954,3784.15044253,112,0.54115287
model147,1,1000,3500,20.0,5,1343.00172218,3119.13732779,4128.99968829,56,0.54201048
model148,1,1000,4000,20.0,5,1420.00258791,3252.46617472,4553.51373849,0,0.54330708
model149,1,1000,4000,20.0,5,1305.30805651,3072.12923808,3784.15800523,112,0.54115264
model150,1,1000,4000,20.0,5,1343.00172193,3119.14013133,4129.00091044,56,0.54201052
model151,1,1000,500,20.0,5,1447.94419605,3180.74780414,865.47330832,0,0.54163609
model152,1,1000,500,20.0,5,1324.69336461,3057.98649023,833.13740878,112,0.54449176
model153,1,1000,500,20.0,5,1365.27445321,3107.2767271,848.31831221,56,0.5438823
model154,1,1500,0,20.0,10,1453.79037333,4511.65283614,0,0,0.82173618
model155,1,1500,0,20.0,10,1332.52390361,4336.66350762,0,112,0.82607208
model156,1,1500,0,20.0,10,1372.47717624,4433.92026494,0,56,0.82467457
model157,1,1500,1000,20.0,10,1378.28184013,4091.03813675,3385.51477371,0,0.82297541
model158,1,1500,1000,20.0,10,1262.95929289,3607.10731715,3298.27635956,112,0.7754678
model159,1,1500,1000,20.0,10,1300.89768503,3904.26886726,3323.4640247,56,0.82301839
model160,1,1500,1500,20.0,10,1354.1161568,3896.19501884,5221.75296006,0,0.821772
model161,1,1500,1500,20.0,10,1243.46847797,3096.81040543,4960.02689546,112,0.68713635
model162,1,1500,1500,20.0,10,1279.75026058,3448.87248406,4983.06141336,56,0.74100719
model163,1,1500,2000,20.0,10,1334.80757157,3586.69584355,6815.77854524,0,0.76391476
model164,1,1500,2000,20.0,10,1228.32547662,2701.00081003,6607.70352303,112,0.60272498
model165,1,1500,2000,20.0,10,1263.18677519,3075.22957849,6682.80937164,56,0.67200883
model166,1,1500,2500,20.0,10,1319.29980857,3239.62814803,8662.26874092,0,0.69694819
model167,1,1500,2500,20.0,10,1217.1324922,2135.25093453,8331.51246633,112,0.47199464
model168,1,1500,2500,20.0,10,1250.75281419,2641.40677547,8473.71226451,56,0.59129237
model169,1,1500,3000,20.0,10,1306.43785922,2959.37741802,10458.13306291,0,0.64810208
model170,1,1500,3000,20.0,10,1208.20767161,1836.50103078,10025.85550046,112,0.41393192
model171,1,1500,3000,20.0,10,1240.67047775,2227.5056739,10288.15594158,56,0.4938686
model172,1,1500,3500,20.0,10,1295.17108457,2497.69531773,12315.72165908,0,0.54983247
model173,1,1500,3500,20.0,10,1200.5042325,1559.66561734,11711.38579883,112,0.36723641
model174,1,1500,3500,20.0,10,1231.87549028,1930.24725701,12152.09515669,56,0.44115488
model175,1,1500,4000,20.0,10,1285.59498625,2077.37118554,14202.90340526,0,0.47959054
model176,1,1500,4000,20.0,10,1193.84164126,1321.72723766,13450.38398208,112,0.3175889
model177,1,1500,4000,20.0,10,1224.29939156,1542.57863657,13779.62098498,56,0.36630762
model178,1,1500,500,20.0,10,1409.63045789,4184.37632109,2062.60269335,0,0.8223288
model179,1,1500,500,20.0,10,1291.60624166,4034.07601838,1706.45229655,112,0.82699185
model180,1,1500,500,20.0,10,1330.54783647,4052.60511374,1837.46837263,56,0.82433347
model181,1,1500,0,20.0,15,1453.79037333,4511.65283614,0,0,0.82173618
model182,1,1500,0,20.0,15,1332.52390361,4336.66350762,0,112,0.82607208
model183,1,1500,0,20.0,15,1372.47717624,4433.92026494,0,56,0.82467457
model184,1,1500,1000,20.0,15,1329.28939908,3809.67326455,5401.49542585,0,0.82315362
model185,1,1500,1000,20.0,15,1219.45793264,3013.43005317,5284.03288107,112,0.68919344
model186,1,1500,1000,20.0,15,1255.4841941,3528.83871918,5355.55436506,56,0.78787406
model187,1,1500,1500,20.0,15,1289.63645042,3518.169807,8123.42684065,0,0.78906283
model188,1,1500,1500,20.0,15,1186.06350372,2393.35087892,8043.68491405,112,0.56995816
model189,1,1500,1500,20.0,15,1220.13082192,2756.16601073,8066.28143157,56,0.64585505
model190,1,1500,2000,20.0,15,1255.9318095,2759.90834684,11058.01180288,0,0.6496841
model191,1,1500,2000,20.0,15,1158.89931533,1975.73911624,10950.95699704,112,0.49870908
model192,1,1500,2000,20.0,15,1190.80582586,2263.40479459,11024.41594381,56,0.5565895
model193,1,1500,2500,20.0,15,1226.35494157,2299.6380968,13943.95110062,0,0.57448488
model194,1,1500,2500,20.0,15,1135.2010278,1569.72714337,13737.41303179,112,0.40191635
model195,1,1500,2500,20.0,15,1165.07729968,1839.2076273,13826.86850586,56,0.45571778
model196,1,1500,3000,20.0,15,1201.31063495,1740.63019838,16670.38153397,0,0.43238465
model197,1,1500,3000,20.0,15,1114.94979992,1142.17666016,16344.30614792,112,0.31521475
model198,1,1500,3000,20.0,15,1143.14848663,1362.64397966,16543.39595372,56,0.36419542
model199,1,1500,3500,20.0,15,1180.03049293,1346.36947633,19490.18161403,0,0.36114298
model200,1,1500,3500,20.0,15,1097.64566548,711.1288248,18792.03121706,112,0.21223056
model201,1,1500,3500,20.0,15,1124.71708176,957.68868773,19126.62919529,56,0.27663724
model202,1,1500,4000,20.0,15,1161.6400173,1001.32459804,21936.83355513,0,0.28530691
model203,1,1500,4000,20.0,15,1082.60191917,411.25381733,21407.30478127,112,0.13417001
model204,1,1500,4000,20.0,15,1108.5462051,559.39163062,21552.51477501,56,0.1752476
model205,1,1500,500,20.0,15,1380.53296323,4040.179409,2968.95043964,0,0.82281021
model206,1,1500,500,20.0,15,1264.70799778,3894.95346979,2569.91883873,112,0.82614891
model207,1,1500,500,20.0,15,1303.04150409,3948.53119233,2638.76721377,56,0.82383218
model208,1,1500,0,20.0,5,1453.79037333,4511.65283614,0,0,0.82173618
model209,1,1500,0,20.0,5,1332.52390361,4336.66350762,0,112,0.82607208
model210,1,1500,0,20.0,5,1372.47717624,4433.92026494,0,56,0.82467457
model211,1,1500,1000,20.0,5,1433.54411545,4353.95118974,1507.26831693,0,0.82173278
model212,1,1500,1000,20.0,5,1312.71338015,4131.66736707,1385.56396838,112,0.82543158
model213,1,1500,1000,20.0,5,1352.5576448,4209.4840146,1394.94562862,56,0.8244968
model214,1,1500,1500,20.0,5,1426.27863674,4373.39408038,2153.69325319,0,0.82085497
model215,1,1500,1500,20.0,5,1307.16555769,4147.56843568,2026.42858904,112,0.82648688
model216,1,1500,1500,20.0,5,1346.40918161,4229.67582985,2112.2535757,56,0.82323424
model217,1,1500,2000,20.0,5,1421.99835175,4394.5449218,2781.96253923,0,0.81862843
model218,1,1500,2000,20.0,5,1304.91145671,3932.12694448,2645.02073773,112,0.76816889
model219,1,1500,2000,20.0,5,1343.47055101,4218.81002655,2729.58431442,56,0.82146465
model220,1,1500,2500,20.0,5,1419.20341886,4393.48465084,3357.65657292,0,0.81890074
model221,1,1500,2500,20.0,5,1304.22182259,3795.7178273,3252.41692906,112,0.744565
model222,1,1500,2500,20.0,5,1342.00318869,4154.26614013,3309.72557593,56,0.80569361
model223,1,1500,3000,20.0,5,1417.54657193,4400.19604596,3970.25517602,0,0.82069917
model224,1,1500,3000,20.0,5,1304.17107806,3784.68048593,3512.76589961,112,0.74070863
model225,1,1500,3000,20.0,5,1341.45147628,4037.46892757,3816.47904587,56,0.77970787
model226,1,1500,3500,20.0,5,1417.44707538,4407.44264537,4179.44321467,0,0.8218453
model227,1,1500,3500,20.0,5,1304.17107863,3784.68045996,3512.76628254,112,0.74070866
model228,1,1500,3500,20.0,5,1341.451475,4037.46938026,3816.47836108,56,0.77970804
model229,1,1500,4000,20.0,5,1417.44707466,4407.44495263,4179.44818015,0,0.8218457
model230,1,1500,4000,20.0,5,1304.17107837,3784.6809092,3512.76602494,112,0.74070875
model231,1,1500,4000,20.0,5,1341.45147614,4037.46888603,3816.47907279,56,0.77970785
model232,1,1500,500,20.0,5,1441.47651515,4351.65096176,859.63298596,0,0.8222702
model233,1,1500,500,20.0,5,1320.51882498,4131.66429373,822.55142111,112,0.82543167
model234,1,1500,500,20.0,5,1360.36308946,4209.48522085,831.93318057,56,0.82449686
model235,1,2000,0,20.0,10,1452.71267799,5232.70310893,0,0,0.99093617
model236,1,2000,0,20.0,10,1332.41805395,4570.61703926,0,112,0.88623652
model237,1,2000,0,20.0,10,1372.11251477,4826.21280278,0,56,0.92880389
model238,1,2000,1000,20.0,10,1377.84783074,4563.84179531,3382.8905673,0,0.93205179
model239,1,2000,1000,20.0,10,1262.95930393,3606.98072054,3298.30729157,112,0.7754306
model240,1,2000,1000,20.0,10,1300.88518017,3961.6303058,3324.9430397,56,0.83653661
model241,1,2000,1500,20.0,10,1354.03182535,4100.64054765,5221.3311588,0,0.87518022
model242,1,2000,1500,20.0,10,1243.46847914,3096.81020451,4960.02701633,112,0.68713623
model243,1,2000,1500,20.0,10,1279.75026043,3448.8729493,4983.06438996,56,0.74100687
model244,1,2000,2000,20.0,10,1334.8075715,3586.69577665,6815.7785644,0,0.76391476
model245,1,2000,2000,20.0,10,1228.32547861,2701.00832499,6607.69860818,112,0.60272399
model246,1,2000,2000,20.0,10,1263.18678021,3075.22369391,6682.82267296,56,0.67199009
model247,1,2000,2500,20.0,10,1319.2998093,3239.62940883,8662.26886324,0,0.69694847
model248,1,2000,2500,20.0,10,1217.1324919,2135.25633048,8331.51250005,112,0.47199614
model249,1,2000,2500,20.0,10,1250.75281392,2641.39772572,8473.71567912,56,0.59129104
model250,1,2000,3000,20.0,10,1306.43785807,2959.37446914,10458.13771763,0,0.64810116
model251,1,2000,3000,20.0,10,1208.20767176,1836.50714797,10025.85557613,112,0.41393305
model252,1,2000,3000,20.0,10,1240.67047897,2227.5049512,10288.15636707,56,0.49386872
model253,1,2000,3500,20.0,10,1295.17108242,2497.7122525,12315.72827655,0,0.54983757
model254,1,2000,3500,20.0,10,1200.5042339,1559.66541723,11711.38579055,112,0.36723634
model255,1,2000,3500,20.0,10,1231.87549128,1930.2463218,12152.09562128,56,0.44115473
model256,1,2000,4000,20.0,10,1285.59498831,2077.37116146,14202.90321103,0,0.47959024
model257,1,2000,4000,20.0,10,1193.84164225,1321.7254913,13450.38677282,112,0.31758888
model258,1,2000,4000,20.0,10,1224.29939014,1542.58840619,13779.62009001,56,0.36630877
model259,1,2000,500,20.0,10,1408.88490621,4729.87876884,2003.32829904,0,0.95512175
model260,1,2000,500,20.0,10,1291.57264831,4163.71903267,1703.3485293,112,0.85985045
model261,1,2000,500,20.0,10,1330.36605121,4330.9403032,1812.50988436,56,0.89443081
model262,1,2000,0,20.0,15,1452.71267799,5232.70310893,0,0,0.99093617
model263,1,2000,0,20.0,15,1332.41805395,4570.61703926,0,112,0.88623652
model264,1,2000,0,20.0,15,1372.11251477,4826.21280278,0,56,0.92880389
model265,1,2000,1000,20.0,15,1329.21732444,3986.53793303,5398.88699987,0,0.87080156
model266,1,2000,1000,20.0,15,1219.45793553,3013.30688465,5284.04485609,112,0.68917788
model267,1,2000,1000,20.0,15,1255.4841586,3529.35746508,5355.68743381,56,0.78799606
model268,1,2000,1500,20.0,15,1289.63645127,3518.16957557,8123.42664366,0,0.78906271
model269,1,2000,1500,20.0,15,1186.06350422,2393.35147918,8043.68505875,112,0.56995822
model270,1,2000,1500,20.0,15,1220.1308228,2756.12000873,8066.30965384,56,0.6458517
model271,1,2000,2000,20.0,15,1255.93180928,2759.90765387,11058.01212838,0,0.64968392
model272,1,2000,2000,20.0,15,1158.89931438,1975.73710632,10950.95510308,112,0.49870823
model273,1,2000,2000,20.0,15,1190.80582473,2263.40499653,11024.41592833,56,0.55658951
model274,1,2000,2500,20.0,15,1226.35494061,2299.63440394,13943.95160145,0,0.57448329
model275,1,2000,2500,20.0,15,1135.20102722,1569.72712223,13737.41294256,112,0.40191636
model276,1,2000,2500,20.0,15,1165.07729841,1839.20798309,13826.86845016,56,0.45571779
model277,1,2000,3000,20.0,15,1201.31063569,1740.6296739,16670.38149011,0,0.43238448
model278,1,2000,3000,20.0,15,1114.949799,1142.17687485,16344.30599667,112,0.3152148
model279,1,2000,3000,20.0,15,1143.14848583,1362.64401156,16543.39595603,56,0.36419547
model280,1,2000,3500,20.0,15,1180.03049349,1346.36676603,19490.17968634,0,0.36114113
model281,1,2000,3500,20.0,15,1097.64566645,711.12178943,18792.03268407,112,0.21222845
model282,1,2000,3500,20.0,15,1124.71708179,957.68868888,19126.62919706,56,0.27663724
model283,1,2000,4000,20.0,15,1161.64001515,1001.32650909,21936.82418489,0,0.28530745
model284,1,2000,4000,20.0,15,1082.60191837,411.25397823,21407.30475081,112,0.13417008
model285,1,2000,4000,20.0,15,1108.54620461,559.3934857,21552.51430517,56,0.17524813
model286,1,2000,500,20.0,15,1380.15386503,4572.07671552,2896.60131497,0,0.93726685
model287,1,2000,500,20.0,15,1264.70800468,3894.86246167,2569.93661473,112,0.82612745
model288,1,2000,500,20.0,15,1302.96463329,4128.15613448,2636.91825795,56,0.86965323
model289,1,2000,0,20.0,5,1452.71267799,5232.70310893,0,0,0.99093617
model290,1,2000,0,20.0,5,1332.41805395,4570.61703926,0,112,0.88623652
model291,1,2000,0,20.0,5,1372.11251477,4826.21280278,0,56,0.92880389
model292,1,2000,1000,20.0,5,1432.63314211,4929.66263593,1505.59257345,0,0.96669534
model293,1,2000,1000,20.0,5,1312.67606759,4236.14994632,1385.59117102,112,0.85522158
model294,1,2000,1000,20.0,5,1352.30917926,4491.04859063,1392.70544447,56,0.89561227
model295,1,2000,1500,20.0,5,1425.51607855,4907.5258985,2161.30809913,0,0.95957228
model296,1,2000,1500,20.0,5,1307.15607496,4189.16326712,2023.09747383,112,0.83762036
model297,1,2000,1500,20.0,5,1346.24367079,4440.04070241,2107.79821664,56,0.88555146
model298,1,2000,2000,20.0,5,1421.53570373,4857.17377292,2761.37229495,0,0.93670864
model299,1,2000,2000,20.0,5,1304.91145243,3932.25587184,2644.99605351,112,0.76818168
model300,1,2000,2000,20.0,5,1343.45605727,4294.33426376,2733.1839673,56,0.84177928
model301,1,2000,2500,20.0,5,1418.93598835,4806.46691784,3349.51550632,0,0.92591502
model302,1,2000,2500,20.0,5,1304.22182397,3795.72435001,3252.41652697,112,0.74456424
model303,1,2000,2500,20.0,5,1342.00318853,4154.27166312,3309.72381724,56,0.80569485
model304,1,2000,3000,20.0,5,1417.53292049,4479.86225616,3970.95232882,0,0.8391774
model305,1,2000,3000,20.0,5,1304.17107881,3784.68046086,3512.76624143,112,0.74070866
model306,1,2000,3000,20.0,5,1341.45147625,4037.47152427,3816.47630917,56,0.77970873
model307,1,2000,3500,20.0,5,1417.44101614,4450.46768177,4174.42021592,0,0.83161002
model308,1,2000,3500,20.0,5,1304.17107845,3784.67997872,3512.76633153,112,0.74070852
model309,1,2000,3500,20.0,5,1341.45147209,4037.46965419,3816.47787202,56,0.77970859
model310,1,2000,4000,20.0,5,1417.44101613,4450.47123009,4174.35614232,0,0.83161008
model311,1,2000,4000,20.0,5,1304.1710789,3784.68043477,3512.76628576,112,0.74070865
model312,1,2000,4000,20.0,5,1341.45147646,4037.46887563,3816.47908356,56,0.77970784
model313,1,2000,500,20.0,5,1440.53928257,4966.5871847,862.03614443,0,0.97249619
model314,1,2000,500,20.0,5,1320.48151291,4236.1353159,822.5761632,112,0.85521885
model315,1,2000,500,20.0,5,1360.11462491,4491.0482794,829.69294044,56,0.89561234
model316,1,2500,0,20.0,10,1452.71267825,5232.70324196,0,0,0.99093618
model317,1,2500,0,20.0,10,1332.41805186,4570.61709897,0,112,0.88623675
model318,1,2500,0,20.0,10,1372.11251549,4826.21432163,0,56,0.92880455
model319,1,2500,1000,20.0,10,1377.84783433,4563.84234538,3382.89098701,0,0.93205183
model320,1,2500,1000,20.0,10,1262.95930547,3606.95862786,3298.31229484,112,0.77542401
model321,1,2500,1000,20.0,10,1300.88518004,3961.63030703,3324.94312335,56,0.83653665
model322,1,2500,1500,20.0,10,1354.03182529,4100.64056613,5221.33108279,0,0.87518023
model323,1,2500,1500,20.0,10,1243.46847883,3096.81022989,4960.0269536,112,0.68713619
model324,1,2500,1500,20.0,10,1279.75025996,3448.87654039,4983.06228111,56,0.74100812
model325,1,2500,2000,20.0,10,1334.80757116,3586.69577055,6815.7783419,0,0.76391462
